+-------------------------------------------------------+
|                       Zipf's law                      |
+----------------------------+-------+-------+----------+
|            word            |  rank | count | constant |
|           blêmir           | 10866 |   1   |  10866   |
|         s’incliner         | 10867 |   1   |  10867   |
|          foudres           | 10868 |   1   |  10868   |
|          tombera           | 10869 |   1   |  10869   |
|           nôtres           | 10870 |   1   |  10870   |
|          superbe           | 10871 |   1   |  10871   |
|       littéralement        | 10872 |   1   |  10872   |
|          l’aviez           | 10873 |   1   |  10873   |
|          touchât           | 10874 |   1   |  10874   |
|         parricides         | 10875 |   1   |  10875   |
|         trentedeux         | 10876 |   1   |  10876   |
|         promettez          | 10877 |   1   |  10877   |
|       recommanderai        | 10878 |   1   |  10878   |
|           ferons           | 10879 |   1   |  10879   |
|       réquisitoires        | 10880 |   1   |  10880   |
|         mêlezvous          | 10881 |   1   |  10881   |
|          colibris          | 10882 |   1   |  10882   |
|         épagneuls          | 10883 |   1   |  10883   |
|          chiffons          | 10884 |   1   |  10884   |
|          reposent          | 10885 |   1   |  10885   |
|            robe            | 10886 |   1   |  10886   |
|          làdessus          | 10887 |   1   |  10887   |
|           cedant           | 10888 |   1   |  10888   |
|            arma            | 10889 |   1   |  10889   |
|           togae            | 10890 |   1   |  10890   |
|       exterminateur        | 10891 |   1   |  10891   |
|         épouvantée         | 10892 |   1   |  10892   |
|          couvant           | 10893 |   1   |  10893   |
|       l’incorrigible       | 10894 |   1   |  10894   |
|           abjuré           | 10895 |   1   |  10895   |
|            zélé            | 10896 |   1   |  10896   |
|          repentir          | 10897 |   1   |  10897   |
|          passion           | 10898 |   1   |  10898   |
|          arrondie          | 10899 |   1   |  10899   |
|          faconde           | 10900 |   1   |  10900   |
|        équivalente         | 10901 |   1   |  10901   |
|          parquet           | 10902 |   1   |  10902   |
|        l’auditoire         | 10903 |   1   |  10903   |
|         répondais          | 10904 |   1   |  10904   |
|          officier          | 10905 |   1   |  10905   |
|        doutassions         | 10906 |   1   |  10906   |
|            mûr             | 10907 |   1   |  10907   |
|          prissent          | 10908 |   1   |  10908   |
|         contracter         | 10909 |   1   |  10909   |
|          avouera           | 10910 |   1   |  10910   |
|         s’accorde          | 10911 |   1   |  10911   |
|          feraisje          | 10912 |   1   |  10912   |
|          n’envoie          | 10913 |   1   |  10913   |
|       banqueroutiers       | 10914 |   1   |  10914   |
|          timides           | 10915 |   1   |  10915   |
|          escrocs           | 10916 |   1   |  10916   |
|          dormirai          | 10917 |   1   |  10917   |
|         souhaitiez         | 10918 |   1   |  10918   |
|         migraines          | 10919 |   1   |  10919   |
|         rougeoles          | 10920 |   1   |  10920   |
|          piqûres           | 10921 |   1   |  10921   |
|           guêpe            | 10922 |   1   |  10922   |
|       compromettent        | 10923 |   1   |  10923   |
|        souhaitezmoi        | 10924 |   1   |  10924   |
|            cure            | 10925 |   1   |  10925   |
|           exaucé           | 10926 |   1   |  10926   |
|         s’excusant         | 10927 |   1   |  10927   |
|         souriantes         | 10928 |   1   |  10928   |
|            mat             | 10929 |   1   |  10929   |
|        encadraient         | 10930 |   1   |  10930   |
|          semblat           | 10931 |   1   |  10931   |
|         expliquât          | 10932 |   1   |  10932   |
|         momentanée         | 10933 |   1   |  10933   |
|        ambitionniez        | 10934 |   1   |  10934   |
|         disciples          | 10935 |   1   |  10935   |
|         d’esculape         | 10936 |   1   |  10936   |
|        ressemblance        | 10937 |   1   |  10937   |
|         dérangeton         | 10938 |   1   |  10938   |
|           frise            | 10939 |   1   |  10939   |
|          l’épître          | 10940 |   1   |  10940   |
|          manquez           | 10941 |   1   |  10941   |
|          demeurer          | 10942 |   1   |  10942   |
|          indices           | 10943 |   1   |  10943   |
|           vraie            | 10944 |   1   |  10944   |
|         n’écoutez          | 10945 |   1   |  10945   |
|           baise            | 10946 |   1   |  10946   |
|          tristes           | 10947 |   1   |  10947   |
|        enfantillage        | 10948 |   1   |  10948   |
|        désespérant         | 10949 |   1   |  10949   |
|         fantaisies         | 10950 |   1   |  10950   |
|        sensibleries        | 10951 |   1   |  10951   |
|        horriblement        | 10952 |   1   |  10952   |
|         adressait          | 10953 |   1   |  10953   |
|          dérobée           | 10954 |   1   |  10954   |
|           masque           | 10955 |   1   |  10955   |
|           acteur           | 10956 |   1   |  10956   |
|          froncer           | 10957 |   1   |  10957   |
|        d’assombrir         | 10958 |   1   |  10958   |
|           dévier           | 10959 |   1   |  10959   |
|          occupait          | 10960 |   1   |  10960   |
|        magistrature        | 10961 |   1   |  10961   |
|       passionnément        | 10962 |   1   |  10962   |
|            dot             | 10963 |   1   |  10963   |
|           atroce           | 10964 |   1   |  10964   |
|       entremetteurs        | 10965 |   1   |  10965   |
|        s’augmenter         | 10966 |   1   |  10966   |
|        demimillion         | 10967 |   1   |  10967   |
|          félicité          | 10968 |   1   |  10968   |
|          marchons          | 10969 |   1   |  10969   |
|          composa           | 10970 |   1   |  10970   |
|          déposés           | 10971 |   1   |  10971   |
|          cachetés          | 10972 |   1   |  10972   |
|          commerce          | 10973 |   1   |  10973   |
|         granderue          | 10974 |   1   |  10974   |
|          l’aborda          | 10975 |   1   |  10975   |
|         commettre          | 10976 |   1   |  10976   |
|        l’interroger        | 10977 |   1   |  10977   |
|           accuse           | 10978 |   1   |  10978   |
|          j’oserai          | 10979 |   1   |  10979   |
|        sincèrement         | 10980 |   1   |  10980   |
|          plébéien          | 10981 |   1   |  10981   |
|           ultra            | 10982 |   1   |  10982   |
|      dédaigneusement       | 10983 |   1   |  10983   |
|        commerciales        | 10984 |   1   |  10984   |
|       politiquement        | 10985 |   1   |  10985   |
|       l’application        | 10986 |   1   |  10986   |
|         scrutateur         | 10987 |   1   |  10987   |
|        d’indulgence        | 10988 |   1   |  10988   |
|         confidence         | 10989 |   1   |  10989   |
|          adressés          | 10990 |   1   |  10990   |
|         troublait          | 10991 |   1   |  10991   |
|    révolutionnairement     | 10992 |   1   |  10992   |
|          affilié           | 10993 |   1   |  10993   |
|         carbonari          | 10994 |   1   |  10994   |
|          cabaret           | 10995 |   1   |  10995   |
|         l’impunité         | 10996 |   1   |  10996   |
|      majestueusement       | 10997 |   1   |  10997   |
|          d’agents          | 10998 |   1   |  10998   |
|           qu’eût           | 10999 |   1   |  10999   |
|           froncé           | 11000 |   1   |  11000   |
|          épaisses          | 11001 |   1   |  11001   |
|         laissaient         | 11002 |   1   |  11002   |
|           rangée           | 11003 |   1   |  11003   |
|           défier           | 11004 |   1   |  11004   |
|        l’impression        | 11005 |   1   |  11005   |
|          envahir           | 11006 |   1   |  11006   |
|           livrer           | 11007 |   1   |  11007   |
|           assaut           | 11008 |   1   |  11008   |
|           aisée            | 11009 |   1   |  11009   |
|            lise            | 11010 |   1   |  11010   |
|           dépoli           | 11011 |   1   |  11011   |
|           nommez           | 11012 |   1   |  11012   |
|        volumineuses        | 11013 |   1   |  11013   |
|        espionnages         | 11014 |   1   |  11014   |
|         s’attache          | 11015 |   1   |  11015   |
|           sonore           | 11016 |   1   |  11016   |
|             mm             | 11017 |   1   |  11017   |
|         cérémonie          | 11018 |   1   |  11018   |
|         rayonnante         | 11019 |   1   |  11019   |
|         assistiez          | 11020 |   1   |  11020   |
|        tressaillant        | 11021 |   1   |  11021   |
|         d’épouser          | 11022 |   1   |  11022   |
|          éveiller          | 11023 |   1   |  11023   |
|           fibre            | 11024 |   1   |  11024   |
